id,Title,Artist,Album,Duration,Media Type
5149,Sunny Side of the Street,Pokey LaFarge and the South City Three,Unknown,00:02:49,track
5150,Two-Faced Tom,Pokey LaFarge and the South City Three,Unknown,00:03:16,track
5151,Weedwacker Rag,Pokey LaFarge and the South City Three,Unknown,00:02:28,track
5152,Won't Make Love At All,Pokey LaFarge and the South City Three,Unknown,00:02:59,track
5153,Come On,Twisted Rod,Unknown,00:02:52,track
5154,Get On The Train,Twisted Rod,Unknown,00:02:56,track
5155,Let Me Stay All Night,Twisted Rod,Unknown,00:02:25,track
5156,Rattle Shakin' Mama,Twisted Rod,Unknown,00:02:29,track
5157,Ol' Barn Stomp,Twisted Rod,Unknown,00:02:03,track
5158,Rock & Roll Guitar,Twisted Rod,Unknown,00:02:07,track
5159,Thunder And Lightning,Twisted Rod,Unknown,00:02:23,track
5160,Electrified,Twisted Rod,Unknown,00:02:33,track
5161,I'm Gone,Twisted Rod,Unknown,00:02:20,track
5162,Love Is My Business,Twisted Rod,Unknown,00:01:48,track
5163,Rainy Days,Twisted Rod,Unknown,00:02:14,track
5164,The Place Was Jumpin',Twisted Rod,Unknown,00:02:50,track
5165,Forgive My Sins,King Dude,Unknown,00:05:36,track
5166,Forty Fives Say Six Six Six,King Dude,Unknown,00:02:48,track
5167,My Rose by the Sea (Satyr Boy),King Dude,Full Virgo Moon,00:03:59,track
5168,The Satanic Temple,King Dude,Unknown,00:02:08,track
5169,Red Right Hand,Kerry Pastine and the Crime Scene,Unknown,00:04:51,track
5170,Pollos hermanos,Los Misterios,Unknown,00:03:33,track
5171,Candida,WJLP,Unknown,00:03:15,track
5172,A Slight Cool Breeze,WJLP,Unknown,00:02:43,track
5173,The Prince of Persia,WJLP,Unknown,00:03:11,track
5174,The Sea of Tranquility,WJLP,Unknown,00:04:10,track
5175,"I love you (Me either) (Je t'aime, mon non plus)",Cat Power & Karen Elson,Unknown,00:05:17,track
5176,I Just Came To Tell You That I'm Going,Jarvis Cocker & Kid Loco,Unknown,00:03:39,track
5177,L'hôtel (L'hôtel particulier),Michael Stipe,Unknown,00:04:27,track
5178,Black Trombone,Marc Ribot,Unknown,00:03:45,track
5179,Ford Mustang,Mike Patton,Unknown,00:02:41,track
5180,Bad Girl Boogie,The Devil's Daughters,Unknown,00:03:21,track
5181,Did I Die,Dusty Dodgers,Unknown,00:02:50,track
5182,"Women, Wine And A Cadillac Car",Manboy Combo,Unknown,00:03:11,track
5183,Last But One,Primitive Roadrunners,Unknown,00:02:13,track
5184,Daughters Of Glory,Sneaky Pete & Cool Cats,Unknown,00:03:31,track
5185,Your Baby Blue Eyes,The Kraze,Unknown,00:02:08,track
5186,Who's Leavin' With My Girl Tonight,Three Alley Cats,Unknown,00:03:16,track
5187,Dark And Lonely Road,Danny B. Harvey & Annie Marie Lewis,Unknown,00:04:47,track
5188,Cry Me A River,Danny B. Harvey & Annie Marie Lewis,Unknown,00:04:01,track
5189,Down In Texas,Danny B. Harvey & Annie Marie Lewis,Unknown,00:03:04,track
5190,Hot Rod Girl,Danny B. Harvey & Annie Marie Lewis,Unknown,00:03:13,track
5191,Memphis Stroll,Danny B. Harvey & Annie Marie Lewis,Unknown,00:03:13,track
5192,My Man,Danny B. Harvey & Annie Marie Lewis,Unknown,00:03:36,track
5193,"Reckless, Wild & Crazy",Danny B. Harvey & Annie Marie Lewis,Unknown,00:03:28,track
5194,Sweet Nothings (Feat. Jyrki 69),Danny B. Harvey & Annie Marie Lewis,"Reckless, Wild & Crazy",00:03:20,track
5195,The Rising Sun,Danny B. Harvey & Annie Marie Lewis,Unknown,00:04:17,track
5196,Trying To Get To You (Feat. Lemmy Kilmister),Danny B. Harvey & Annie Marie Lewis,Unknown,00:02:18,track
5197,You Win Again,Danny B. Harvey & Annie Marie Lewis,Unknown,00:02:30,track
5198,Have Love Will Travel,Danny B. Harvey & Annie Marie Lewis,Unknown,00:03:26,track
5199,Whiskey River,Emily Duff,Unknown,00:03:23,track
5200,Anything,Grave Slaves,Unknown,00:03:04,track
5201,How Long,Grave Slaves,Unknown,00:03:05,track
5202,Graveyard Stomp,Grave Slaves,Unknown,00:03:08,track
5203,Rest in Pieces,Grave Slaves,Unknown,00:03:03,track
5204,Vampire Girl,Grave Slaves,Unknown,00:03:45,track
5205,Venganza,Grave Slaves,Unknown,00:03:04,track
5206,The end of the world,La Légende De Bagnolet,Unknown,00:02:50,track
5207,Travel To Your Heart,Lew Phillips,Unknown,00:02:40,track
5208,True Love Ways,Lew Phillips,Unknown,00:02:52,track
5209,Heaven ( Is where you are ),Louis King,Unknown,00:02:22,track
5210,Restless Heart,Louis King,Unknown,00:04:00,track
5211,Ghost Town Boy,Wanton,Unknown,00:04:23,track
5212,Павуки,Zwyntar,Unknown,00:02:51,track
5213,Beecher's Bossa,Konstantin Kolesnichenko Quartet,Unknown,00:05:17,track
5214,Chuggin',Konstantin Kolesnichenko Quartet,Unknown,00:03:37,track
5215,Pyramid,Konstantin Kolesnichenko Quartet,Unknown,00:03:22,track
5216,Ram-Bank-Shush,Konstantin Kolesnichenko Quartet,Unknown,00:03:21,track
5217,Sticky Wicket,Konstantin Kolesnichenko Quartet,Unknown,00:05:16,track
5218,Tenderly,Konstantin Kolesnichenko Quartet,Unknown,00:05:14,track
5219,The Corals Bow Out,Jake Calypso,The Corals - The Complete Recordings,00:02:57,track
5220,A Long December,Karen Jonas,Unknown,00:03:44,track
5221,Monodrama,Jeffrey Bützer,Unknown,00:04:49,track
5222,Hello In There,John Prine,Unknown,00:04:32,track
5223,Illegal Smile,John Prine,Unknown,00:03:14,track
5224,Redemption Road (Exclusive version),Kingargoolas,DR. Gori Is A Tiki,00:04:55,track
5225,Christmas In Prison,John Prine,Unknown,00:03:14,track
5226,Blue Umbrella,John Prine,Unknown,00:03:31,track
5227,The Sins Of Memphisto,John Prine,Unknown,00:04:15,track
5228,Thirteen,Lauren O'Connell,Unknown,00:02:57,track
5229,Carry On,Pokey LaFarge,Unknown,00:03:05,track
5230,Bluebird,Pokey LaFarge,Unknown,00:02:59,track
5231,End Of My Rope,Pokey LaFarge,Unknown,00:02:59,track
5232,Fallen Angel,Pokey LaFarge,Unknown,00:03:09,track
5233,Just The Same,Pokey LaFarge,Unknown,00:03:29,track
5234,Lost In The Crowd,Pokey LaFarge,Unknown,00:03:46,track
5235,Lucky Sometimes,Pokey LaFarge,Unknown,00:04:44,track
5236,Storm-A-Comin',Pokey LaFarge,Unknown,00:03:40,track
5237,Cries,Sleeper Bill,Unknown,00:04:19,track
5238,All Alone Am I,Brenda Lee,Unknown,00:02:47,track
5239,Call On Me [Alternate Take],Janis Joplin,Unknown,00:02:42,track
5240,All Alone Am I,Katy Richards,Unknown,00:02:39,track
5241,Josephine,Pokey LaFarge,Unknown,00:03:13,track
5242,St. Louis Blues,Pokey LaFarge,Unknown,00:03:31,track
5243,Wuthering Heights,The Puppini Sisters,Unknown,00:03:40,track
5244,I Want You,Tom Waits,Unknown,00:01:23,track
5245,Can't Take My Eyes Off You (1968),Brenda Lee,Unknown,00:03:16,track
5246,Arrival,Your Inner God,Unknown,00:03:53,track
5247,Blend,Your Inner God,Unknown,00:01:27,track
5248,Bliss,Your Inner God,Unknown,00:04:59,track
5249,Monochromic,Your Inner God,Unknown,00:05:34,track
5250,I_ll Kill You Jailer,Your Inner God,Unknown,00:05:39,track
5251,Threads,Your Inner God,Unknown,00:04:35,track
5252,La Chanson De Slogan (En Duo Avec Jane Birkin),Serge Gainsbourg,Unknown,00:02:51,track
5253,Little Girl,Edwardian Devils,Unknown,00:02:08,track
5254,Right Back to Me,Edwardian Devils,Unknown,00:02:17,track
5255,Rock & Roll Star,Edwardian Devils,Unknown,00:02:51,track
5256,We Sleepwalk Together,Edwardian Devils,Unknown,00:04:07,track
5257,Back Home to Me,Devil Doll,Unknown,00:04:00,track
5258,Forsaken,Devil Doll,Unknown,00:04:29,track
5259,It's Only Make Believe,Devil Doll,Unknown,00:02:29,track
5260,Lover & a Fighter,Devil Doll,Unknown,00:03:43,track
5261,Mother Mary,Devil Doll,Unknown,00:05:39,track
5262,Purse Whiskey,Devil Doll,Unknown,00:04:01,track
5263,Steeltown Heart,Devil Doll,Unknown,00:03:58,track
5264,Save Me a Seat,Devil Doll,Unknown,00:04:54,track
5265,Simple Man,Devil Doll,Unknown,00:07:12,track
5266,To All Our Friends,Devil Doll,Unknown,00:04:29,track
5267,You Can't Have Me,Devil Doll,Unknown,00:05:05,track
5268,Ballad of the Rearview Mirror,"Devil Doll, Charlie Overbey",Unknown,00:04:57,track
5269,Dreamtime,Don Ray,Unknown,00:02:30,track
5270,Young Singer,Don Ray,Unknown,00:02:16,track
5271,Hymn To All Rays,El Ray,Unknown,00:02:54,track
5272,She devil (with the polka dot bikini),Help Me Devil,Unknown,00:03:46,track
5273,Vampire Again,Marlon Williams,Unknown,00:04:03,track
5274,Rotten to the core,Tasteless,Unknown,00:02:16,track
5275,Morning mist,Tasteless,Unknown,00:02:57,track
5276,Fire,The Brains,Unknown,00:03:11,track
5277,Lonely Wednesday,The Brains,Unknown,00:04:08,track
5278,Hop Skip & Jump,Ruby Ann & The Boppin' Boozers,Unknown,00:01:53,track
5279,Denise,Firebirds,Unknown,00:02:52,track
5280,Joanne,Firebirds,Unknown,00:03:02,track
5281,Never,Firebirds,Unknown,00:02:34,track
5282,My Angel Lover,Firebirds,Unknown,00:03:05,track
5283,Possibility,Firebirds,Unknown,00:02:22,track
5284,Tell Me Why,Firebirds,Unknown,00:02:57,track
5285,Young Love,Firebirds,Unknown,00:03:13,track
5286,Yesterday,Ray Charles,Unknown,00:02:48,track
5287,Unchained Melody,Righteous Brothers,Unknown,00:03:41,track
5288,Dust in the wind,Kansas,Unknown,00:03:28,track
5289,Greenfields,The Brothers Four,Unknown,00:03:06,track
5290,Orange And Red Beams,Danny McCullouch,Unknown,00:03:07,track
5291,Time After Time,Paul Anka,Unknown,00:04:04,track
5292,Imagine,Elton John,Unknown,00:06:03,track
5293,Rock My Baby Tonight,Ruby Ann,Unknown,00:02:00,track
5294,Knocked Out No Love,Ruby Ann,Unknown,00:01:52,track
5295,Train To Satanville,Ruby Ann,Unknown,00:02:45,track
5296,Gloomy Sunday,Sinéad O'Connor,Unknown,00:03:56,track
5297,I Don't Know How To Love Him,Sinéad O'Connor,Unknown,00:04:14,track
5298,Lucky Devil,Glenn Crytzer's Secluded Seven,Unknown,00:03:21,track
5299,Zou Bisou Bisou,Kerry Pastine and the Crime Scene,Unknown,00:02:41,track
5300,"Ruination Day, Pt. II",Lauren O'Connell,Unknown,00:02:54,track
5301,Speedboat,The Evanstones,Unknown,00:03:00,track
5302,Ain't Takin' No Train,Es Feiv,Unknown,00:02:38,track
5303,Cretin Hop,Es Feiv,Unknown,00:01:51,track
5304,Devil Bone,Es Feiv,Unknown,00:03:58,track
5305,Gimme Your Love,Es Feiv,Unknown,00:02:10,track
5306,If That's The Way You Want It,Es Feiv,Unknown,00:02:42,track
5307,Pure Evil,Es Feiv,Unknown,00:03:41,track
5308,Real Good Time,Es Feiv,Unknown,00:02:25,track
5309,She Turns Me On,Es Feiv,Unknown,00:01:45,track
5310,Surfing Home on a Dead Girl,Es Feiv,Unknown,00:02:55,track
5311,The Old Man's Down the Road,Es Feiv,Unknown,00:03:46,track
5312,Jack The Ripper,Link Wray And His Ray Men,Unknown,00:02:25,track
5313,Lullaby Of The Leaves,The Ventures,Unknown,00:02:00,track
5314,Wild Weekend,The Rockin' Rebels,Unknown,00:02:16,track
5315,Countdown,Buddy Lee & The Satellites,Unknown,00:02:09,track
5316,Christina,The Charades Band,Unknown,00:03:06,track
5317,More Surf,The deFenders,Unknown,00:02:40,track
5318,Misirlou,Dick Dale & The Del-Tones,Unknown,00:02:14,track
5319,Paradise Cove,The Surfmen,Unknown,00:03:04,track
5320,King Of The Surf Guitar,Dick Dale & The Del-Tones,Unknown,00:02:07,track
5321,Pintor,The Pharos,Unknown,00:02:18,track
5322,Lockdown Boogie,Doyley & The Rejects,Unknown,00:02:06,track
5323,Done Time,Freeky Cleen,Unknown,00:04:27,track
5324,Black Brown And White,Freeky Cleen,Unknown,00:02:42,track
5325,Misery,Freeky Cleen,Unknown,00:04:28,track
5326,One After 909,Freeky Cleen,Unknown,00:03:05,track
5327,Small Town Woman,Freeky Cleen,Unknown,00:03:32,track
5328,Round And Round,Freeky Cleen,Unknown,00:03:17,track
5329,The Losin' End,Freeky Cleen,Unknown,00:03:55,track
5330,I Hear Them All,Lauren O'Connell,Unknown,00:02:37,track
5331,Three Time Loser,Freeky Cleen,Unknown,00:03:10,track
5332,Walkin' On Clouds,Freeky Cleen,Unknown,00:03:45,track
5333,Aloha!,Los Reverb,Surf The Waves Of Music With​.​.​.,00:03:01,track
5334,Because,Los Reverb,Surf The Waves Of Music With​.​.​.,00:02:20,track
5335,"In The Meantime, I Love You",Maya de Vitry,Unknown,00:03:05,track
5336,Reverie,Maya de Vitry,Unknown,00:03:08,track
5337,Better and Better,Maya de Vitry,Unknown,00:03:01,track
5338,Taking Up Rock and Roll,Maya de Vitry,Unknown,00:04:03,track
5339,There Are No Secrets Here,Mighty Joe Castro and the Gravamen,Unknown,00:05:26,track
5340,Зрада,Nick Lemon Band,Unknown,00:03:00,track
5341,Мертве місто,Nick Lemon Band,Unknown,00:04:12,track
5342,One Cup of Coffee,Robert Gordon with Joe Louis Walker,Unknown,00:02:35,track
5343,Please Give Me Something (with Kathy Valentine),Robert Gordon,Unknown,00:02:19,track
5344,Would Ja,Robert Gordon with Emanuela Hutter,Unknown,00:02:06,track
5345,Lili Marleen,Willie Humphrey and Norbert Susemihl,Unknown,00:02:57,track
5346,Останій Блюз,Макс Параграф,Unknown,00:02:17,track
5347,Ранок,Макс Параграф,Unknown,00:02:51,track
5348,Те Як Є,Макс Параграф,Unknown,00:03:33,track
5349,Wuthering Heights,Dave Edmunds,Unknown,00:04:15,track
5350,Your Song,Dave Edmunds,Unknown,00:03:37,track
5351,Goodbye Jimmy McGill,Cara Bruns,Unknown,00:02:31,track
5352,Hungry Heart,Lauren O'Connell,Unknown,00:02:30,track
5353,Return to Rattlesnake Speedway,Penny Orchids,Unknown,00:03:52,track
5354,Coochiemudlo,The Double Happiness,Unknown,00:03:55,track
5355,Jojo & the Seven Seas,The Evanstones,Unknown,00:02:31,track
5356,Insomnia,The Evanstones,Unknown,00:02:28,track
5357,The Isle of Rhum Boogie,The Hula Girls,Unknown,00:02:12,track
5358,Je pense encore à toi,Francis Cabrel,Unknown,00:02:12,track
5359,l'Encre de tes yeux,Francis Cabrel,Unknown,00:03:07,track
5360,Why Can't We Be,Crazy Cavan & The Rhythm Rockers,Unknown,00:02:44,track
5361,Road Of Steel,Riot Rockers,Unknown,00:03:35,track
5362,One Two Three Four,Whyos,Unknown,00:02:45,track
5363,Dance To The Bop,Cruisers,Unknown,00:02:16,track
5364,Old Black Joe,Rhythm Cadillacs,Unknown,00:03:42,track
5365,Polecat Stomp,Shotgun,Unknown,00:02:00,track
5366,Wild Night,The Blue Cats,Unknown,00:02:50,track
5367,Rock Bop & Blues,The Dixie Stompers,Unknown,00:02:14,track
5368,My Baby She's Gone,Wild Ones,Unknown,00:02:30,track
5369,Fine Thing Baby,Go Katz,Unknown,00:02:29,track
5370,Ragged & Dirty,Little Rock Combo,Unknown,00:02:58,track
5371,Gene Vincent Can't Be Dead,Mal Clint,Unknown,00:02:14,track
5372,Preacher Man,The Avengers,Unknown,00:02:40,track
5373,Just Want To Cry,The Belltones,Unknown,00:02:47,track
5374,Letter Full Of Tear,The Rollo Brothers,Unknown,00:03:13,track
5375,Your Baby Tonight,Cadcatz Sun Quartet,Unknown,00:02:35,track
5376,What You Gonna do Whe,Crazy Cavan,Unknown,00:01:47,track
5377,Red Wine Woman,Dominos,Unknown,00:02:49,track
5378,Hop Skip & Jump,The Bugaloos,Unknown,00:02:33,track
5379,Everybody But Me,Johnny Earl,Unknown,00:02:29,track
5380,Mary Jane,Jump Back Band,Unknown,00:02:06,track
5381,Fabrais Boogie,Jumpin Shoes,Unknown,00:02:26,track
5382,"Women, Booze Rock & Roll",Lennerockers,Unknown,00:02:47,track
5383,Girlaholic,Runaway Boys,Unknown,00:03:10,track
5384,Cool Cruisin' Car,Session 57,Unknown,00:02:18,track
5385,How Do You Do-,Struts,Unknown,00:02:42,track
5386,Torture Van,Tuxedo Buck,Unknown,00:03:38,track
5387,Weekend Bop,Wendy's Tube,Unknown,00:02:41,track
5388,Southbound Train,Crocats,Unknown,00:03:13,track
5389,My Mind Is Getting Wings,D.D & The Bell Airs,Unknown,00:03:51,track
5390,Midnite Train,Eager Beavers,Unknown,00:04:14,track
5391,Rockin On Sunday Night,Jive Giants,Unknown,00:02:52,track
5392,Walking Dream,Jolanda & The Bellhops,Unknown,00:02:02,track
5393,Gigolo - Nobody,Starshooters,Unknown,00:03:44,track
5394,Gone Gone Gone,Tigermen,Unknown,00:02:36,track
5395,I Remember Everything,John Prine,Unknown,00:02:45,track
5396,Вита,Mr Skatkov,Unknown,00:04:12,track
5397,Весна зимой,Mr Skatkov,Unknown,00:07:43,track
5398,Дискотека для раков,Mr Skatkov,Unknown,00:07:41,track
5399,Однажды на пляже,Mr Skatkov,Unknown,00:05:49,track
5400,Тревожный отдых,Mr Skatkov,Unknown,00:05:50,track
5401,Innocent Look,Raygun Cowboys,Unknown,00:03:22,track
5402,Никто больше не слушает регги в этом городе,Mr Skatkov,Unknown,00:07:33,track
5403,Fever,Dick Dale,Unknown,00:04:47,track
5404,A Word In Spanish,Elton John,Unknown,00:04:40,track
5405,Love Letters,Elton John,Unknown,00:04:02,track
5406,Sacrifice,Elton John,Unknown,00:05:07,track
5407,My Father's Eyes,Eric Clapton,Unknown,00:05:23,track
5408,My Father's Eyes,Guitar Tribute Players,Unknown,00:03:40,track
5409,Je L`Aime A Mourir,Gheorghe Zamfir,Unknown,00:02:47,track
5410,Je L`Aime A Mourir - Les Feuilles Mortes,Orchester Anthony Ventura,Unknown,00:05:05,track
5411,Love Is Blue,Vicky Leandros,Unknown,00:03:00,track
5412,Redemption Song,Sinéad O'Connor,Unknown,00:04:57,track
5413,Demon lover,Shocking blue,Unknown,00:06:00,track
5414,Fat Bottom Girls,Paul Galaxy & The Galactix,Unknown,00:03:37,track
5415,The Shadow of Your Smile,Oscar Peterson,Unknown,00:05:04,track
5416,Love Is Blue,Liberace,Unknown,00:02:29,track
5417,Love Is Blue,Claudine Longet,Unknown,00:02:45,track
5418,Shadow Of Your Smile,Brenda Lee,Unknown,00:02:25,track
5419,Love Is Blue,Paul Mauriat,Unknown,00:02:38,track
5420,Love Is Blue,The Sonny Bradshaw Seven,Unknown,00:03:19,track
5421,Got A Feeling,Wigsville Spliffs,Unknown,00:02:30,track
5422,Don't Go Away,The Silvertones,Unknown,00:03:02,track
5423,Where Can She Be,Rusty And the Dragstrip Trio,Unknown,00:03:49,track
5424,What Have I Done,Ray Campi,Unknown,00:02:40,track
5425,Hot Sauce,Prowlers,Unknown,00:03:03,track
5426,Ballad Of An Outlaw,Pitmen,Unknown,00:03:38,track
5427,The Muskrat Walk,Muskrats,Unknown,00:02:36,track
5428,Do It Sexy,Mezcal Brothers,Unknown,00:03:56,track
5429,Wonderous Place,The Guana Batz,Unknown,00:02:22,track
5430,Mean Ol Train,High Strung Ramblers,Unknown,00:02:53,track
5431,I Do,Eva Eastwood And the Major Keys,Unknown,00:02:16,track
5432,You'll Come Crawlin',The Creepshow,Unknown,00:03:27,track
5433,Rue Morgue Radio,The Creepshow,Unknown,00:02:43,track
5434,Rock 'n' Roll Sweetheart,The Creepshow,Unknown,00:02:51,track
5435,Demon Lover,The Creepshow,Unknown,00:03:14,track
5436,Dearly Departed,The Creepshow,Unknown,00:02:35,track
5437,Ghost Train,Starlight Wranglers,Unknown,00:04:06,track
5438,Nancy Jean,Richard Barone,Unknown,00:02:58,track
5439,Skifflebilly,Rockin' Drifters,Unknown,00:01:54,track
5440,Freight Train Boogie,Pete Krebs And His Portland Playboys,Unknown,00:02:30,track
5441,Desert Air,Paul Galaxy And the Galactix,Unknown,00:03:02,track
5442,Gone Baby Gone,Lyndon Needs,Unknown,00:02:55,track
5443,There Was A Time,Johnny Loda,Unknown,00:04:11,track
5444,Horten Combomobile,Joe Horten Combo,Unknown,00:02:24,track
5445,Rush Part II,Jime,Unknown,00:03:20,track
5446,Playing A Game with My Heart,Jeanette And the Roadsters,Unknown,00:02:07,track
5447,You Can't Touch Me,Inoportunos,Unknown,00:03:02,track
5448,Honeybun,Ike & the Capers,Unknown,00:02:46,track
5449,Cat Man,Inoportunos,Unknown,00:03:09,track
5450,No Place To Go,Eilen Jewell,Unknown,00:03:44,track
5451,Demon Quiff,Dypsomaniaxe,Unknown,00:02:39,track
5452,Little Little Girl,The Boppin' Kids,Unknown,00:02:07,track
5453,One Step Further,Whistle Bait,Unknown,00:04:42,track
5454,Weekend,The Kingsmen,Unknown,00:02:23,track
5455,Comanche,Link Wray & His Ray Men,Unknown,00:02:41,track
5456,Radio Sweetheart,The Guana Batz,Unknown,00:03:18,track
5457,Johnny Remember Me,The Meteors,Unknown,00:03:32,track
5458,I'm On Fire,The Guana Batz,Unknown,00:02:27,track
5459,74-75,The Connels,Unknown,00:04:32,track
5460,Runaway Train,Soul Asylum,Alle 40 Goed - One Day Flies Cd2,00:03:36,track
5461,To Claudia On Thursday,Mamas and The Papas,Unknown,00:03:10,track
5462,Mmm Mmm Mmm Mmm,Crash Test Dummies,#1994,00:03:53,track
5463,Every Breath You Take,Police,Unknown,00:04:13,track
5464,Big Friday,"Bonnie ""Prince"" Billy",Unknown,00:02:46,track
5465,Father And Son,Cat Stevens,The Boat That Rocked OST,00:03:42,track
5466,Drinkin' on a School Night,"Danny ""O"" & The Astrotones",Unknown,00:02:08,track
5467,In The Good Old Days (When Times Were Bad),Dolly Parton,Dolly - Disc 1 of 4,00:02:45,track
5468,Got My Mind Set On You,Elizabeth Karayekov Big Band,Unknown,00:03:57,track
5469,Je Suis Venu Te Dire Que Je M'en Vais,Jo Lemaire,Unknown,00:03:35,track
5470,Dixie-Doodle,Link Wray,Rumble! The Best of Link Wray,00:02:10,track
5471,Heart Of Glass,Mad Jack 'N' The Hatters,Unknown,00:02:49,track
5472,If It Be Your Will,Perla Batalla,Bird On The Wire - The Songs Of Leonard Cohen,00:04:39,track
5473,Welcome To The Jungle,Richard Cheese,Unknown,00:02:40,track
5474,Quicksand,Seal,Funkdory,00:05:04,track
5475,Careful,Television,Adventure,00:03:19,track
5476,Blue Monday,The Jolly Boys,Unknown,00:03:14,track
5477,The Hills Have Eyes,The Meteors,The Best Of The Meteors,00:03:09,track
5478,Screaming,The Twilighters,Unknown,00:04:17,track
5479,Bottle hunter,The Mystification,Insidious Man,00:02:47,track
5480,Do the Crab Bop,The Wise Guyz,Unknown,00:02:35,track
5481,Feels So Good,Pokey LaFarge and the South City Three,Unknown,00:02:56,track
5482,Heart Of Glass,The Puppini Sisters,Best Of The Puppini Sisters,00:02:55,track
5483,In the Graveyard Now,Pokey LaFarge and the South City Three,Unknown,00:03:35,track
5484,Zombie Jive,Freno De Pedales,1-é Óêðàèíñêèé Ðîêàáèëüíûé Front,00:03:19,track
5485,The Spark,Pokey LaFarge,Unknown,00:02:53,track
5486,Hard Rock Cafe,"Cavan, Crazy & the Rhythm Rockers",Crazy Cavan 'N' The Rhythm Rockers - Crazy Rhythm,00:02:13,track
5487,I Am The Walrus,The Beatles,Magical Mystery Tour,00:04:37,track
5488,River Rock Bottom,Pokey LaFarge and the South City Three,Unknown,00:04:32,track
5489,Coffee Pot Blues,Pokey LaFarge and the South City Three,Unknown,00:04:01,track
5490,Kingdom of Delay,The Twilighters,Unknown,00:02:50,track
5491,The Passenger,Number Nine,Movin' On,00:03:34,track
5492,Let Me Teach You How to Eat,Reverend Horton Heat,Rev,00:03:18,track
5493,Underground,Pokey LaFarge,Unknown,00:03:27,track
5494,На Болоті,Zwyntar,Unknown,00:05:22,track
5495,La La Blues,Pokey LaFarge and the South City Three,Unknown,00:03:43,track
5496,It's A Sin,Paul Anka,Rock Swings,00:04:59,track
5497,Drinkin' Whiskey Tonight,Pokey LaFarge and the South City Three,Unknown,00:02:53,track
5498,My Eyes,Freno de Pedales,FishyCycletrip,00:02:16,track
5499,Because the Night,Rhythms Del Mundo feat. KT Tunstall,Unknown,00:03:22,track
5500,Don't bring Harry,The Stranglers,The Raven,00:04:09,track
5501,Glitter In Their Eyes,Patti Smith,Outside Society,00:03:03,track
5502,Cold Cold Ground,Tom Waits,Unknown,00:03:27,track
5503,Highwayman,The Highwaymen,Unknown,00:03:03,track
5504,"Here, There and Everywhere",The Mystic Moods Orchestra,English Muffins,00:04:06,track
5505,"Here, There and Everywhere",Petula Clark,Unknown,00:02:39,track
5506,"Here, There and Everywhere",Paul McCartney,Unplugged (The Official Bootleg),00:03:16,track
5507,All My Love,Led Zeppelin,Unknown,00:05:54,track
5508,Your Time Is Gonna Come,Led Zeppelin,Unknown,00:04:35,track
5509,Since I've Been Loving You,Led Zeppelin,Unknown,00:07:24,track
5510,Immigrant Song,Led Zeppelin,Unknown,00:02:25,track
5511,I Can't Quit You Baby,Led Zeppelin,Unknown,00:04:43,track
5512,Gallows Pole,Led Zeppelin,Unknown,00:04:56,track
5513,D'yer Mak'er,Led Zeppelin,Unknown,00:04:24,track
5514,Black Dog,Led Zeppelin,Unknown,00:04:55,track
5515,"Here, There and Everywhere",Mary Hopkin and Jan Cussick,"The Lost Songs, Volume 2",00:03:59,track
5516,Babe I'm Gonna Leave You,Led Zeppelin,Unknown,00:06:42,track
5517,"Here, There and Everywhere",John Patitucci,Unknown,00:05:46,track
5518,Brian's Joint,David Arnold,Unknown,00:02:05,track
5519,"Here, There and Everywhere",Cilla Black,Unknown,00:02:34,track
5520,"Here, There and Everywhere",Barbara Casini Quartet,Unknown,00:03:56,track
5521,Martha,Tim Buckley,Unknown,00:03:19,track
5522,My Sharona,The Knack,Unknown,00:04:52,track
5523,Somewhere Over The Rainbow,The Ventures,Unknown,00:03:44,track
5524,Play With Fire,Rolling Stones,Unknown,00:02:14,track
5525,"What God Wants, Pt. 1",Roger Waters,Unknown,00:05:51,track
5526,Who Needs Information,Roger Waters,Unknown,00:05:56,track
5527,Radio Waves,Roger Waters,Unknown,00:04:30,track
5528,Love in Vain Blues,Robert Johnson,Unknown,00:02:21,track
5529,Knockin' On Heaven's Door,Roger Waters,Unknown,00:04:07,track
5530,Jealousy,Queen,Unknown,00:03:14,track
5531,Love In Vain Blues,Peter Green,Unknown,00:04:48,track
5532,You Want Her Too,Paul McCartney,Unknown,00:03:13,track
5533,This One,Paul McCartney,Unknown,00:04:12,track
5534,Put It There,Paul McCartney,Unknown,00:02:10,track
5535,Music For a While,Paul Desmond,Unknown,00:06:44,track
5536,Wuthering Heights,Kate Bush,Unknown,00:04:56,track
5537,Somewhere Over The Rainbow,Jimi Hendrix,Unknown,00:03:30,track
5538,Tears In Heaven,Eric Clapton,Unknown,00:04:37,track
5539,Love In Vain,Eric Clapton,Unknown,00:04:03,track
5540,Somewhere Over The Rainbow,Chet Baker,Unknown,00:03:32,track
5541,Bring It Back Home To Me,Little Richard,Unknown,00:03:41,track
5542,Bama Lama Bama Loo,Little Richard,Unknown,00:02:59,track
5543,Ich She Dich,Tom Toxic & Die Holstein Rockets,Unknown,00:04:48,track
5544,Kreaturen Der Nach,Tom Toxic & Die Holstein Rockets,Unknown,00:02:58,track
5545,Droge Rock'n'Roll,Tom Toxic & Die Holstein Rockets,Unknown,00:04:30,track
5546,Higher,The Silvertones,Unknown,00:03:00,track
5547,Poor Baby Child,The Hot Wheels,Unknown,00:03:18,track
